package_name	version	family	file	line	matched_text	context
canvas	3.2.3	NAPI_BUFFER_NEW	package/src/Canvas.cc	575	Napi::Buffer<uint8_t>::New(	" * Canvas::StreamPDF callback.
 */

static cairo_status_t
streamPDF(void *c, const uint8_t *data, unsigned len) {
  PdfStreamInfo* streaminfo = static_cast<PdfStreamInfo*>(c);
  Napi::Env env = streaminfo->fn.Env();
  Napi::HandleScope scope(env);
  Napi::AsyncContext async(env, ""canvas:StreamPDF"");
  // TODO this is technically wrong, we're returning a pointer to the data in a
  // vector in a class with automatic storage duration. If the canvas goes out
  // of scope while we're in the handler, a use-after-free could happen.
  Napi::Value buf = Napi::Buffer<uint8_t>::New(env, (uint8_t *)(data), len);
  streaminfo->fn.MakeCallback(env.Global(), { env.Null(), buf, Napi::Number::New(env, len) }, async);
  return CAIRO_STATUS_SUCCESS;
}


cairo_status_t canvas_write_to_pdf_stream(cairo_surface_t *surface, cairo_write_func_t write_func, PdfStreamInfo* streaminfo) {
  size_t whole_chunks = streaminfo->len / PAGE_SIZE;
  size_t remainder = streaminfo->len - whole_chunks * PAGE_SIZE;

  for (size_t i = 0; i < whole_chunks; ++i) {
    write_func(streaminfo, &streaminfo->data[i * PAGE_SIZE], PAGE_SIZE);
  }"
caeneus-native	0.1.3	V8_NODE_BUFFER	package/binding_fast.cpp	647	node::Buffer::New(	"  cache->handle =
      caeneus_init(num_shards, slots_per_shard, slab_size_per_shard);
  if (cache->handle == nullptr) {
    isolate->ThrowException(v8::Exception::Error(
        v8::String::NewFromUtf8Literal(
            isolate, ""caeneus initialization failed"")));
    return;
  }

  v8::Local<v8::Context> context = isolate->GetCurrentContext();
  v8::Local<v8::Object> object =
      create_cache_object(isolate, context, cache.get());
  v8::MaybeLocal<v8::Object> maybe_scratch = node::Buffer::New(
      isolate,
      reinterpret_cast<char*>(cache->scratch.data()),
      cache->scratch.size(),
      free_scratch,
      cache.get());
  v8::Local<v8::Object> scratch;
  if (!maybe_scratch.ToLocal(&scratch)) {
    cache->close();
    isolate->ThrowException(v8::Exception::Error(
        v8::String::NewFromUtf8Literal(
            isolate, ""scratch Buffer allocation failed"")));
    return;"
caeneus-native	0.1.3	RAW_NAPI_BUFFER	package/binding.cpp	299	napi_create_buffer(	"      number != static_cast<double>(static_cast<size_t>(number))) {
    napi_throw_range_error(env, nullptr, ""slab_size_per_shard must be an integer size_t"");
    return false;
  }
  *result = static_cast<size_t>(number);
  return true;
}

bool replace_scratch(Cache* cache, size_t required) {
  napi_value scratch = nullptr;
  void* data = nullptr;
  if (!check_status(cache->env,
                    napi_create_buffer(cache->env, required, &data, &scratch),
                    ""allocate scratch buffer"")) {
    return false;
  }

  napi_ref reference = nullptr;
  if (!check_status(cache->env,
                    napi_create_reference(cache->env, scratch, 1, &reference),
                    ""pin scratch buffer"")) {
    return false;
  }

  cache->clear_view();"
librsvg	0.7.0	NAN_NEWBUFFER	package/src/Rsvg.cc	449	Nan::NewBuffer(	"                ""Rendered with invalid stride (byte size of row) for ARGB32 format.""
                );
        return ARGVAR.GetReturnValue().Set(Nan::Undefined());
    }

    Handle<ObjectTemplate> image = CREATE_OBJ();
    if (renderFormat == RENDER_FORMAT_SVG) {
        PROP_SET(image, ""data"", Nan::New<String>(data.c_str()).ToLocalChecked());
    } else {
        char* strbuf = new char[data.length()+1];
        data.copy(strbuf, data.length());

        Nan::MaybeLocal<v8::Object> buffer = Nan::NewBuffer(strbuf, data.length());
        PROP_SET(image, ""data"", buffer.ToLocalChecked());
    }
    
    PROP_SET(image, ""format"", RenderFormatToString(renderFormat));
    if (pixelFormat != CAIRO_FORMAT_INVALID) {
        PROP_SET(image, ""pixelFormat"", CairoFormatToString(pixelFormat));
    }

    PROP_SET(image, ""width"", Nan::New<Integer>(width));
    PROP_SET(image, ""height"", Nan::New<Integer>(height));
    if (stride != -1) {
        PROP_SET(image, ""stride"", Nan::New<Integer>(stride));"
rocksdb-lite	1.1.6	NAN_COPYBUFFER	package/src/database_async.cc	176	Nan::CopyBuffer(	"void ReadWorker::Execute () {
  SetStatus(database->GetFromDatabase(options, key, value));
}

void ReadWorker::HandleOKCallback () {
  Nan::HandleScope scope;

  v8::Local<v8::Value> returnValue;
  if (asBuffer) {
    //TODO: could use NewBuffer if we carefully manage the lifecycle of `value`
    //and avoid an an extra allocation. We'd have to clean up properly when not OK
    //and let the new Buffer manage the data when OK
    returnValue = Nan::CopyBuffer((char*)value.data(), value.size()).ToLocalChecked();
  } else {
    returnValue = Nan::New<v8::String>((char*)value.data(), value.size()).ToLocalChecked();
  }
  v8::Local<v8::Value> argv[] = {
      Nan::Null()
    , returnValue
  };
  callback->Call(2, argv);
}

/** DELETE WORKER **/
"
rocksdb-lite	1.1.6	NAN_COPYBUFFER	package/src/iterator_async.cc	50	Nan::CopyBuffer(	"
  size_t arraySize = result.size() * 2;
  v8::Local<v8::Array> returnArray = Nan::New<v8::Array>(arraySize);

  for(idx = 0; idx < result.size(); ++idx) {
    std::pair<std::string, std::string> row = result[idx];
    std::string key = row.first;
    std::string value = row.second;

    v8::Local<v8::Value> returnKey;
    if (iterator->keyAsBuffer) {
      //TODO: use NewBuffer, see database_async.cc
      returnKey = Nan::CopyBuffer((char*)key.data(), key.size()).ToLocalChecked();
    } else {
      returnKey = Nan::New<v8::String>((char*)key.data(), key.size()).ToLocalChecked();
    }

    v8::Local<v8::Value> returnValue;
    if (iterator->valueAsBuffer) {
      //TODO: use NewBuffer, see database_async.cc
      returnValue = Nan::CopyBuffer((char*)value.data(), value.size()).ToLocalChecked();
    } else {
      returnValue = Nan::New<v8::String>((char*)value.data(), value.size()).ToLocalChecked();
    }
"
rocksdb-lite	1.1.6	NAN_COPYBUFFER	package/src/iterator_async.cc	58	Nan::CopyBuffer(	"
    v8::Local<v8::Value> returnKey;
    if (iterator->keyAsBuffer) {
      //TODO: use NewBuffer, see database_async.cc
      returnKey = Nan::CopyBuffer((char*)key.data(), key.size()).ToLocalChecked();
    } else {
      returnKey = Nan::New<v8::String>((char*)key.data(), key.size()).ToLocalChecked();
    }

    v8::Local<v8::Value> returnValue;
    if (iterator->valueAsBuffer) {
      //TODO: use NewBuffer, see database_async.cc
      returnValue = Nan::CopyBuffer((char*)value.data(), value.size()).ToLocalChecked();
    } else {
      returnValue = Nan::New<v8::String>((char*)value.data(), value.size()).ToLocalChecked();
    }

    // put the key & value in a descending order, so that they can be .pop:ed in javascript-land
    returnArray->Set(Nan::New<v8::Integer>(static_cast<int>(arraySize - idx * 2 - 1)), returnKey);
    returnArray->Set(Nan::New<v8::Integer>(static_cast<int>(arraySize - idx * 2 - 2)), returnValue);
  }

  // clean up & handle the next/end state see iterator.cc/checkEndCallback
  localCallback(iterator);
"
netlinkwrapper	2.0.2	NAN_COPYBUFFER	package/src/netlinkwrapper.cc	446	Nan::CopyBuffer(	"            }
        }
    }
    catch (NL::Exception &err)
    {
        throw_js_error(err);
        return;
    }

    auto str = ss.str();
    if (str.length()) // range check
    {
        args.GetReturnValue().Set(Nan::CopyBuffer(str.c_str(), str.length()).ToLocalChecked());
    }
    // else it did not read any data, so this will return undefined
}

void NetLinkWrapper::receive_from(const v8::FunctionCallbackInfo<v8::Value> &args)
{
    auto obj = node::ObjectWrap::Unwrap<NetLinkWrapper>(args.Holder());
    if (obj->throw_if_destroyed())
    {
        return;
    }
"
netlinkwrapper	2.0.2	NAN_COPYBUFFER	package/src/netlinkwrapper.cc	499	Nan::CopyBuffer(	"    {
        auto return_object = Nan::New<v8::Object>();

        auto host_key = v8_str(""host"");
        auto host_value = v8_str(host_from);
        Nan::Set(return_object, host_key, host_value);

        auto port_key = v8_str(""port"");
        auto port_value = Nan::New(port_from);
        Nan::Set(return_object, port_key, port_value);

        auto data_key = v8_str(""data"");
        auto data_value = Nan::CopyBuffer(read.c_str(), read.length()).ToLocalChecked();
        Nan::Set(return_object, data_key, data_value);

        args.GetReturnValue().Set(return_object);
    }
    // else it did not read any data, so this will return undefined
}

void NetLinkWrapper::set_blocking(const v8::FunctionCallbackInfo<v8::Value> &args)
{
    bool blocking = true;
    if (ArgParser(args)
            .arg(""blocking"", blocking)"
@antcube/capnp	0.5.52	V8_NODE_BUFFER	package/src/node-capnp/capnp.cc	397	node::Buffer::New(	"  if (name##_maybe == nullptr) KJV8_TYPE_ERROR(name, kj::Array<byte>); \
  kj::ArrayPtr<const byte>& name = KJ_ASSERT_NONNULL(name##_maybe)

template <typename T>
void deleteArray(char*, void* hint) {
  delete reinterpret_cast<kj::Array<T>*>(hint);
}

template <typename T>
v8::Local<v8::Value> wrapBuffer(kj::Array<T>&& array) {
  char* data = reinterpret_cast<char*>(array.begin());
  size_t size = array.size() * sizeof(T);
  return node::Buffer::New(v8::Isolate::GetCurrent(), data, size, &deleteArray<T>,
                           new kj::Array<T>(kj::mv(array))).ToLocalChecked();
}

// =======================================================================================
// Cap'n Proto bindings

struct CapnpContext {
  // Shared context initialized when the module starts up.  This gets passed to each function as
  // the ""data"".

  // UvLowLevelAsyncIoProvider llaiop;
  // kj::Own<kj::AsyncIoProvider> aiop;"
@discordjs/opus	0.10.0	BARE_BUFFER_NEW	package/src/node-opus.cc	119	Buffer<char>::Copy(	"	if (!args[0].IsBuffer()) {
		Napi::TypeError::New(env, ""Provided input needs to be a buffer"").ThrowAsJavaScriptException();
		return env.Null();
	}

	Buffer<char> buf = args[0].As<Buffer<char>>();
	char* pcmData = buf.Data();
	opus_int16* pcm = reinterpret_cast<opus_int16*>(pcmData);
	int frameSize = buf.Length() / 2 / this->channels;

	int compressedLength = opus_encode(this->encoder, pcm, frameSize, &(this->outOpus[0]), MAX_PACKET_SIZE);

	Buffer<char> actualBuf = Buffer<char>::Copy(env, reinterpret_cast<char*>(this->outOpus), compressedLength);

	if (!actualBuf.IsEmpty()) return actualBuf;

	Napi::Error::New(env, ""Could not encode the data"").ThrowAsJavaScriptException();
	return env.Null();
}

Napi::Value OpusEncoder::Decode(const CallbackInfo& args) {
	Napi::Env env = args.Env();

	if (args.Length() < 1) {
		Napi::RangeError::New(env, ""Expected 1 argument"").ThrowAsJavaScriptException();"
@discordjs/opus	0.10.0	BARE_BUFFER_NEW	package/src/node-opus.cc	165	Buffer<char>::Copy(	"		&(this->outPcm[0]),
		MAX_FRAME_SIZE,
		/* decode_fec */ 0
	);

	if (decodedSamples < 0) {
		Napi::TypeError::New(env, getDecodeError(decodedSamples)).ThrowAsJavaScriptException();
		return env.Null();
	}

	int decodedLength = decodedSamples * 2 * this->channels;

	Buffer<char> actualBuf = Buffer<char>::Copy(env, reinterpret_cast<char*>(this->outPcm), decodedLength);

	if (!actualBuf.IsEmpty()) return actualBuf;

	Napi::Error::New(env, ""Could not decode the data"").ThrowAsJavaScriptException();
	return env.Null();
}

void OpusEncoder::ApplyEncoderCTL(const CallbackInfo& args) {
	Napi::Env env = args.Env();

	if (args.Length() < 2) {
		Napi::RangeError::New(env, ""Expected 2 arguments"").ThrowAsJavaScriptException();"
@farcaster/rocksdb	5.5.0	RAW_NAPI_BUFFER	package/binding.cc	344	napi_create_buffer_copy(	"      napi_set_element(env, *result, 1, valueElement);
    } else if (mode == Mode::keys) {
      Convert(env, key_, keyAsBuffer, result);
    } else {
      Convert(env, value_, valueAsBuffer, result);
    }
  }

  static void Convert (napi_env env, const std::string* s, bool asBuffer, napi_value* result) {
    if (s == NULL) {
      napi_get_undefined(env, result);
    } else if (asBuffer) {
      napi_create_buffer_copy(env, s->size(), s->data(), NULL, result);
    } else {
      napi_create_string_utf8(env, s->data(), s->size(), result);
    }
  }

private:
  std::string* key_;
  std::string* value_;
};

/**
 * Base worker class. Handles the async work. Derived classes can override the"
lzo-decompress	1.0.11	RAW_NAPI_BUFFER	package/src/module.c	23	napi_create_buffer_copy(	"
  unsigned char *outputBuffer = malloc(outputBufferSize + AV_LZO_OUTPUT_PADDING);
  int remaining = outputBufferSize;
  napi_value result;
  int inputBufferSize = inputBuffer_len + AV_LZO_INPUT_PADDING; // set by NAPI_ARGV_BUFFER

  int ret = av_lzo1x_decode(outputBuffer, &remaining, inputBuffer, &inputBufferSize);

  if (ret != 0) {
    napi_throw_error(env, NULL, ""Failed to decompress"");
  }

  NAPI_STATUS_THROWS(napi_create_buffer_copy(env, outputBufferSize, outputBuffer, NULL, &result));

  free(outputBuffer);

  return result;
}

NAPI_INIT() {
  NAPI_EXPORT_FUNCTION(decompress)
}
"
@u4/opencv4nodejs	7.1.2	NAN_COPYBUFFER	package/cc/io/ioBindings.h	91	Nan::CopyBuffer(	"  }

  bool unwrapRequiredArgs(Nan::NAN_METHOD_ARGS_TYPE info) {
    return FF::StringConverter::arg(0, &ext, info)
           || Mat::Converter::arg(1, &img, info);
  }

  bool unwrapOptionalArgs(Nan::NAN_METHOD_ARGS_TYPE info) {
    return FF::IntArrayConverter::optArg(2, &flags, info);
  }

  v8::Local<v8::Value> getReturnValue() {
    v8::Local<v8::Value> dataCopy = Nan::CopyBuffer(data, dataSize).ToLocalChecked();
    free(data);
    return dataCopy;
  }
};

struct ImdecodeWorker : CatchCvExceptionWorker {
public:
  int flags;
  cv::Mat img;
  char* data;
  size_t dataSize;
"
@u4/opencv4nodejs	7.1.2	NAN_COPYBUFFER	package/cc/core/MatBindings.h	126	Nan::CopyBuffer(	"    size = mat.rows * mat.cols * mat.elemSize();
    mat.locateROI(sizeTotal, ofs);

    if (sizeTotal.width != mat.cols || sizeTotal.height != mat.rows) {
      return ""Cannot call GetData when Region of Interest is defined (i.e. after getRegion) use matrix.copyTo to copy ROI to a new matrix"";
    }
    data = static_cast<char*>(malloc(size));
    memcpy(data, mat.data, size);
    return """";
  }

  v8::Local<v8::Value> getReturnValue() {
    v8::Local<v8::Value> copyData = Nan::CopyBuffer(data, size).ToLocalChecked();
    free(data);
    return copyData;
  }
  virtual ~GetDataWorker() {
  }
};

class Copy : public CvBinding {
public:
  void setup(cv::Mat self) {
    auto mask = opt<Mat::Converter>(""mask"", cv::noArray().getMat());
    auto dst = ret<Mat::Converter>(""dst"");"
leveldb-zlib	1.2.0	RAW_NAPI_BUFFER	package/src/bindings.cpp	950	napi_create_buffer_copy(	"    DisposeSliceBuffer(key_);
  }

  void DoExecute () override {
    SetStatus(database_->Get(options_, key_, value_));
  }

  void HandleOKCallback () override {
    napi_value argv[2];
    napi_get_null(env_, &argv[0]);

    if (asBuffer_) {
      napi_create_buffer_copy(env_, value_.size(), value_.data(), NULL, &argv[1]);
    } else {
      napi_create_string_utf8(env_, value_.data(), value_.size(), &argv[1]);
    }

    napi_value callback;
    napi_get_reference_value(env_, callbackRef_, &callback);
    CallFunction(env_, callback, 2, argv);
  }

  leveldb::ReadOptions options_;
  leveldb::Slice key_;
  std::string value_;"
leveldb-zlib	1.2.0	RAW_NAPI_BUFFER	package/src/bindings.cpp	1440	napi_create_buffer_copy(	"  void HandleOKCallback () override {
    size_t arraySize = result_.size() * 2;
    napi_value jsArray;
    napi_create_array_with_length(env_, arraySize, &jsArray);

    for (size_t idx = 0; idx < result_.size(); ++idx) {
      std::pair<std::string, std::string> row = result_[idx];
      std::string key = row.first;
      std::string value = row.second;

      napi_value returnKey;
      if (iterator_->keyAsBuffer_) {
        napi_create_buffer_copy(env_, key.size(), key.data(), NULL, &returnKey);
      } else {
        napi_create_string_utf8(env_, key.data(), key.size(), &returnKey);
      }

      napi_value returnValue;
      if (iterator_->valueAsBuffer_) {
        napi_create_buffer_copy(env_, value.size(), value.data(), NULL, &returnValue);
      } else {
        napi_create_string_utf8(env_, value.data(), value.size(), &returnValue);
      }

      // put the key & value in a descending order, so that they can be .pop:ed in javascript-land"
leveldb-zlib	1.2.0	RAW_NAPI_BUFFER	package/src/bindings.cpp	1447	napi_create_buffer_copy(	"      std::string key = row.first;
      std::string value = row.second;

      napi_value returnKey;
      if (iterator_->keyAsBuffer_) {
        napi_create_buffer_copy(env_, key.size(), key.data(), NULL, &returnKey);
      } else {
        napi_create_string_utf8(env_, key.data(), key.size(), &returnKey);
      }

      napi_value returnValue;
      if (iterator_->valueAsBuffer_) {
        napi_create_buffer_copy(env_, value.size(), value.data(), NULL, &returnValue);
      } else {
        napi_create_string_utf8(env_, value.data(), value.size(), &returnValue);
      }

      // put the key & value in a descending order, so that they can be .pop:ed in javascript-land
      napi_set_element(env_, jsArray, static_cast<int>(arraySize - idx * 2 - 1), returnKey);
      napi_set_element(env_, jsArray, static_cast<int>(arraySize - idx * 2 - 2), returnValue);
    }

    // clean up & handle the next/end state
    // TODO this should just do iterator_->CheckEndCallback();
    localCallback_(iterator_);"
@8crafter/leveldb-zlib	1.6.0	RAW_NAPI_BUFFER	package/src/bindings.cpp	950	napi_create_buffer_copy(	"    DisposeSliceBuffer(key_);
  }

  void DoExecute () override {
    SetStatus(database_->Get(options_, key_, value_));
  }

  void HandleOKCallback () override {
    napi_value argv[2];
    napi_get_null(env_, &argv[0]);

    if (asBuffer_) {
      napi_create_buffer_copy(env_, value_.size(), value_.data(), NULL, &argv[1]);
    } else {
      napi_create_string_utf8(env_, value_.data(), value_.size(), &argv[1]);
    }

    napi_value callback;
    napi_get_reference_value(env_, callbackRef_, &callback);
    CallFunction(env_, callback, 2, argv);
  }

  leveldb::ReadOptions options_;
  leveldb::Slice key_;
  std::string value_;"
@8crafter/leveldb-zlib	1.6.0	RAW_NAPI_BUFFER	package/src/bindings.cpp	1440	napi_create_buffer_copy(	"  void HandleOKCallback () override {
    size_t arraySize = result_.size() * 2;
    napi_value jsArray;
    napi_create_array_with_length(env_, arraySize, &jsArray);

    for (size_t idx = 0; idx < result_.size(); ++idx) {
      std::pair<std::string, std::string> row = result_[idx];
      std::string key = row.first;
      std::string value = row.second;

      napi_value returnKey;
      if (iterator_->keyAsBuffer_) {
        napi_create_buffer_copy(env_, key.size(), key.data(), NULL, &returnKey);
      } else {
        napi_create_string_utf8(env_, key.data(), key.size(), &returnKey);
      }

      napi_value returnValue;
      if (iterator_->valueAsBuffer_) {
        napi_create_buffer_copy(env_, value.size(), value.data(), NULL, &returnValue);
      } else {
        napi_create_string_utf8(env_, value.data(), value.size(), &returnValue);
      }

      // put the key & value in a descending order, so that they can be .pop:ed in javascript-land"
@8crafter/leveldb-zlib	1.6.0	RAW_NAPI_BUFFER	package/src/bindings.cpp	1447	napi_create_buffer_copy(	"      std::string key = row.first;
      std::string value = row.second;

      napi_value returnKey;
      if (iterator_->keyAsBuffer_) {
        napi_create_buffer_copy(env_, key.size(), key.data(), NULL, &returnKey);
      } else {
        napi_create_string_utf8(env_, key.data(), key.size(), &returnKey);
      }

      napi_value returnValue;
      if (iterator_->valueAsBuffer_) {
        napi_create_buffer_copy(env_, value.size(), value.data(), NULL, &returnValue);
      } else {
        napi_create_string_utf8(env_, value.data(), value.size(), &returnValue);
      }

      // put the key & value in a descending order, so that they can be .pop:ed in javascript-land
      napi_set_element(env_, jsArray, static_cast<int>(arraySize - idx * 2 - 1), returnKey);
      napi_set_element(env_, jsArray, static_cast<int>(arraySize - idx * 2 - 2), returnValue);
    }

    // clean up & handle the next/end state
    // TODO this should just do iterator_->CheckEndCallback();
    localCallback_(iterator_);"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1057	Nan::NewBuffer(	"  case PLCHOTSTART:
  case SETPLCSYSTEMDATETIME:
  case COPYRAMTOROM:
  case COMPRESS:
  case DBFILL:
  case DELETEBLOCK:
  case DOWNLOAD:
      callback->Call(1, argv1, async_resource);
      break;

  case READAREA:
    if (returnValue == 0) {
      argv2[1] = Nan::NewBuffer(
          static_cast<char*>(pData)
        , int4 * s7client->GetByteCountFromWordLen(int5)
        , S7Client::FreeCallback,
        NULL).ToLocalChecked();
    } else {
      argv2[1] = Nan::Null();
      delete[] static_cast<char*>(pData);
    }
    callback->Call(2, argv2, async_resource);
    break;

  case READMULTI:"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1165	Nan::NewBuffer(	"
  case PLCSTATUS:
      if (returnValue == 0) {
        argv2[1] = Nan::New<v8::Integer>(int1);
      } else {
        argv2[1] = Nan::Null();
      }
      callback->Call(2, argv2, async_resource);
      break;

  case DBGET:
      if (returnValue == 0) {
        argv2[1] = Nan::NewBuffer(
            static_cast<char*>(pData)
          , int2
          , S7Client::FreeCallback
          , NULL).ToLocalChecked();
      } else {
        argv2[1] = Nan::Null();
        delete[] static_cast<char*>(pData);
      }
      callback->Call(2, argv2, async_resource);
      break;

  case FULLUPLOAD:"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1180	Nan::NewBuffer(	"          , S7Client::FreeCallback
          , NULL).ToLocalChecked();
      } else {
        argv2[1] = Nan::Null();
        delete[] static_cast<char*>(pData);
      }
      callback->Call(2, argv2, async_resource);
      break;

  case FULLUPLOAD:
  case UPLOAD:
      if (returnValue == 0) {
        argv2[1] = Nan::NewBuffer(
            static_cast<char*>(pData)
          , int3
          , S7Client::FreeCallback
          , NULL).ToLocalChecked();
      } else {
        argv2[1] = Nan::Null();
        delete[] static_cast<char*>(pData);
      }
      callback->Call(2, argv2, async_resource);
      break;

  case LISTBLOCKSOFTYPE:"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1241	Nan::NewBuffer(	"        v8::Local<v8::Array> szl_list = s7client->S7SZLListToArray(
            static_cast<PS7SZLList>(pData), int1);
        argv2[1] = szl_list;
      } else {
        argv2[1] = Nan::Null();
      }
      delete static_cast<PS7SZLList>(pData);
      callback->Call(2, argv2, async_resource);
      break;

  case READSZL:
      if (returnValue == 0) {
        argv2[1] = Nan::NewBuffer(
            reinterpret_cast<char*>(static_cast<PS7SZL>(pData))
          , int3
          , S7Client::FreeCallbackSZL
          , NULL).ToLocalChecked();
      } else {
        argv2[1] = Nan::Null();
        delete static_cast<PS7SZL>(pData);
      }
      callback->Call(2, argv2, async_resource);
      break;
  }
}"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1278	Nan::NewBuffer(	"  int amount = Nan::To<int32_t>(info[3]).FromJust();
  int byteCount = s7client->GetByteCountFromWordLen(Nan::To<int32_t>(info[4]).FromJust());
  int size = amount * byteCount;
  char *bufferData = new char[size];

  if (!info[5]->IsFunction()) {
    int returnValue = s7client->snap7Client->ReadArea(
		Nan::To<int32_t>(info[0]).FromJust(), Nan::To<int32_t>(info[1]).FromJust()
      , Nan::To<int32_t>(info[2]).FromJust(), Nan::To<int32_t>(info[3]).FromJust()
      , Nan::To<int32_t>(info[4]).FromJust(), bufferData);

    if (returnValue == 0) {
      v8::Local<v8::Object> ret = Nan::NewBuffer(
          bufferData
        , size
        , S7Client::FreeCallback
        , NULL).ToLocalChecked();
      info.GetReturnValue().Set(ret);
    } else {
      delete[] bufferData;
      info.GetReturnValue().Set(Nan::False());
    }

  } else {
    Nan::Callback *callback = new Nan::Callback(info[5].As<v8::Function>());"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1438	Nan::NewBuffer(	"  for (int i = 0; i < len; i++) {
    res_obj = Nan::New<v8::Object>();
    Nan::Set(res_obj, Nan::New<v8::String>(""Result"").ToLocalChecked()
      , Nan::New<v8::Integer>(Items[i].Result));

    if (readMulti == true) {
      if (Items[i].Result == 0) {
        byteCount = S7Client::GetByteCountFromWordLen(Items[i].WordLen);
        size = byteCount * Items[i].Amount;
        Nan::Set(
            res_obj
          , Nan::New<v8::String>(""Data"").ToLocalChecked()
          , Nan::NewBuffer(
              static_cast<char*>(Items[i].pdata)
            , size
            , S7Client::FreeCallback
            , NULL).ToLocalChecked());
      } else {
        delete[] static_cast<char*>(Items[i].pdata);
        Nan::Set(res_obj, Nan::New<v8::String>(""Data"").ToLocalChecked(), Nan::Null());
      }
    }
    Nan::Set(res_arr, i, res_obj);
  }
  delete[] Items;"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1742	Nan::NewBuffer(	"  if (!info[0]->IsInt32() || !info[1]->IsInt32() || !info[2]->IsInt32()) {
    return Nan::ThrowTypeError(""Wrong arguments"");
  }

  char *bufferData = new char[Nan::To<int32_t>(info[2]).FromJust()];
  int size = Nan::To<int32_t>(info[2]).FromJust();
  if (!info[3]->IsFunction()) {
    int returnValue = s7client->snap7Client->Upload(
		Nan::To<int32_t>(info[0]).FromJust(), Nan::To<int32_t>(info[1]).FromJust(), bufferData, &size);

    if (returnValue == 0) {
      v8::Local<v8::Object> ret_buf;
      ret_buf = Nan::NewBuffer(
          bufferData
        , size
        , S7Client::FreeCallback
        , NULL).ToLocalChecked();
      info.GetReturnValue().Set(ret_buf);
    } else {
      delete[] bufferData;
      info.GetReturnValue().Set(Nan::False());
    }
  } else {
    Nan::Callback *callback = new Nan::Callback(info[3].As<v8::Function>());
    Nan::AsyncQueueWorker(new IOWorker(callback, s7client, UPLOAD"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1775	Nan::NewBuffer(	"  if (!info[0]->IsInt32() || !info[1]->IsInt32() || !info[2]->IsInt32()) {
    return Nan::ThrowTypeError(""Wrong arguments"");
  }

  char *bufferData = new char[Nan::To<int32_t>(info[2]).FromJust()];
  int size = Nan::To<int32_t>(info[2]).FromJust();
  if (!info[3]->IsFunction()) {
    int returnValue = s7client->snap7Client->FullUpload(
		Nan::To<int32_t>(info[0]).FromJust(), Nan::To<int32_t>(info[1]).FromJust(), bufferData, &size);

    if (returnValue == 0) {
      v8::Local<v8::Object> ret_buf;
      ret_buf = Nan::NewBuffer(
          bufferData
        , size
        , S7Client::FreeCallback
        , NULL).ToLocalChecked();
      info.GetReturnValue().Set(ret_buf);
    } else {
      delete[] bufferData;
      info.GetReturnValue().Set(Nan::False());
    }
  } else {
    Nan::Callback *callback = new Nan::Callback(info[3].As<v8::Function>());
    Nan::AsyncQueueWorker(new IOWorker(callback, s7client, FULLUPLOAD"
node-snap7-micro-client	0.1.0	NAN_NEWBUFFER	package/src/node_snap7_client.cpp	1846	Nan::NewBuffer(	"  if (!info[0]->IsInt32()) {
    return Nan::ThrowTypeError(""Wrong arguments"");
  }

  int size = 65536;
  char *bufferData = new char[size];
  if (!info[1]->IsFunction()) {
    int returnValue = s7client->snap7Client->DBGet(
		Nan::To<int32_t>(info[0]).FromJust(), bufferData, &size);

    if (returnValue == 0) {
      v8::Local<v8::Object> ret_buf;
      ret_buf = Nan::NewBuffer(
          bufferData
        , size
        , S7Client::FreeCallback
        , NULL).ToLocalChecked();
      info.GetReturnValue().Set(ret_buf);
    } else {
      delete[] bufferData;
      info.GetReturnValue().Set(Nan::False());
    }
  } else {
    Nan::Callback *callback = new Nan::Callback(info[1].As<v8::Function>());
    Nan::AsyncQueueWorker(new IOWorker(callback, s7client, DBGET"
